Domain,Problem,Experiment Name,Total Landmarks,Individual LMs,Disjunctions,Overall,Unary Methods,Unary Action,Overall Action,Overall Method
Blocksworld-HPDDL,pfile_045.hddl,lmc-BDpGZD,86,59,27,502,1,58,219,283
Blocksworld-HPDDL,pfile_045.hddl,lmc-VDM,109,81,28,475,1,80,184,291
Blocksworld-HPDDL,pfile_090.hddl,lmc,152,106,46,1181,1,105,482,699
Blocksworld-HPDDL,pfile_090.hddl,lmc-BD,154,108,46,1181,1,107,482,699
Blocksworld-HPDDL,pfile_090.hddl,lmc-GZD,159,114,45,832,1,113,479,353
Blocksworld-HPDDL,pfile_090.hddl,lmc-BDpGZD,157,110,47,822,1,109,469,353
Blocksworld-HPDDL,pfile_090.hddl,lmc-VDM,243,183,60,961,1,182,357,604
Blocksworld-HPDDL,pfile_075.hddl,lmc,120,90,30,973,1,89,393,580
Blocksworld-HPDDL,pfile_075.hddl,lmc-BD,122,90,32,976,1,89,396,580
Blocksworld-HPDDL,pfile_075.hddl,lmc-GZD,123,94,29,689,1,93,392,297
Blocksworld-HPDDL,pfile_075.hddl,lmc-BDpGZD,124,93,31,837,1,92,386,451
Blocksworld-HPDDL,pfile_075.hddl,lmc-VDM,173,128,45,776,1,127,274,502
Blocksworld-HPDDL,pfile_060.hddl,lmc,104,77,27,744,1,76,295,449
Blocksworld-HPDDL,pfile_060.hddl,lmc-BD,104,76,28,746,1,75,297,449
Blocksworld-HPDDL,pfile_060.hddl,lmc-GZD,106,80,26,524,1,79,286,238
Blocksworld-HPDDL,pfile_060.hddl,lmc-BDpGZD,113,79,34,509,1,78,281,228
Blocksworld-HPDDL,pfile_060.hddl,lmc-VDM,128,93,35,618,1,92,220,398
Blocksworld-HPDDL,pfile_050.hddl,lmc,95,63,32,641,1,62,257,384
Blocksworld-HPDDL,pfile_050.hddl,lmc-BD,93,64,29,642,1,63,258,384
Blocksworld-HPDDL,pfile_050.hddl,lmc-GZD,98,67,31,443,1,66,241,202
Blocksworld-HPDDL,pfile_050.hddl,lmc-BDpGZD,90,61,29,562,1,60,252,310
Blocksworld-HPDDL,pfile_050.hddl,lmc-VDM,120,83,37,525,1,82,187,338
Blocksworld-HPDDL,pfile_025.hddl,lmc,54,35,19,297,1,34,107,190
Blocksworld-HPDDL,pfile_025.hddl,lmc-BD,54,35,19,297,1,34,107,190
Blocksworld-HPDDL,pfile_025.hddl,lmc-GZD,55,37,18,203,1,36,104,99
Blocksworld-HPDDL,pfile_025.hddl,lmc-BDpGZD,56,35,21,206,1,34,108,98
Blocksworld-HPDDL,pfile_025.hddl,lmc-VDM,49,34,15,165,1,33,87,78
Blocksworld-HPDDL,pfile_030.hddl,lmc,62,41,21,355,1,40,135,220
Blocksworld-HPDDL,pfile_030.hddl,lmc-BD,62,42,20,308,1,41,131,177
Blocksworld-HPDDL,pfile_030.hddl,lmc-GZD,60,39,21,318,1,38,135,183
Blocksworld-HPDDL,pfile_030.hddl,lmc-BDpGZD,60,39,21,321,1,38,137,184
Blocksworld-HPDDL,pfile_030.hddl,lmc-VDM,72,49,23,309,1,48,112,197
Blocksworld-HPDDL,pfile_400.hddl,lmc,540,442,98,5472,1,441,2345,3127
Blocksworld-HPDDL,pfile_400.hddl,lmc-BD,561,462,99,5098,1,461,2302,2796
Blocksworld-HPDDL,pfile_400.hddl,lmc-GZD,545,450,95,4910,1,449,2283,2627
Blocksworld-HPDDL,pfile_400.hddl,lmc-BDpGZD,553,458,95,3848,1,457,2284,1564
Blocksworld-HPDDL,pfile_400.hddl,lmc-VDM,945,697,248,4577,1,696,1873,2704
Blocksworld-HPDDL,pfile_035.hddl,lmc,67,41,26,440,1,40,179,261
Blocksworld-HPDDL,pfile_035.hddl,lmc-BD,67,43,24,445,1,42,179,266
Blocksworld-HPDDL,pfile_035.hddl,lmc-GZD,67,41,26,405,1,40,179,226
Blocksworld-HPDDL,pfile_035.hddl,lmc-BDpGZD,69,44,25,317,1,43,177,140
Blocksworld-HPDDL,pfile_035.hddl,lmc-VDM,93,69,24,363,1,68,127,236
Blocksworld-HPDDL,pfile_080.hddl,lmc,135,93,42,986,1,92,407,579
Blocksworld-HPDDL,pfile_080.hddl,lmc-BD,137,95,42,1013,1,94,410,603
Blocksworld-HPDDL,pfile_080.hddl,lmc-GZD,149,109,40,711,1,108,408,303
Blocksworld-HPDDL,pfile_080.hddl,lmc-BDpGZD,140,98,42,913,1,97,415,498
Blocksworld-HPDDL,pfile_080.hddl,lmc-VDM,193,145,48,798,1,144,306,492
Blocksworld-HPDDL,pfile_095.hddl,lmc,173,119,54,1213,1,118,497,716
Blocksworld-HPDDL,pfile_095.hddl,lmc-BD,168,117,51,1251,1,116,508,743
Blocksworld-HPDDL,pfile_095.hddl,lmc-GZD,173,119,54,1127,1,118,501,626
Blocksworld-HPDDL,pfile_095.hddl,lmc-BDpGZD,173,123,50,873,1,122,497,376
Blocksworld-HPDDL,pfile_095.hddl,lmc-VDM,246,187,59,1009,1,186,367,642
Blocksworld-HPDDL,pfile_1000.hddl,lmc,1290,1098,192,13794,1,1097,5913,7881
Blocksworld-HPDDL,pfile_1000.hddl,lmc-BD,1283,1086,197,13381,1,1085,6009,7372
Blocksworld-HPDDL,pfile_1000.hddl,lmc-GZD,1290,1098,192,12795,1,1097,5914,6881
Blocksworld-HPDDL,pfile_1000.hddl,lmc-BDpGZD,1294,1088,206,9697,1,1087,5750,3947
Blocksworld-HPDDL,pfile_1000.hddl,lmc-VDM,1829,1218,611,7832,1,1217,4855,2977
Blocksworld-HPDDL,pfile_250.hddl,lmc,362,287,75,3317,1,286,1376,1941
Blocksworld-HPDDL,pfile_250.hddl,lmc-BD,357,287,70,3341,1,286,1400,1941
Blocksworld-HPDDL,pfile_250.hddl,lmc-GZD,364,291,73,2995,1,290,1366,1629
Blocksworld-HPDDL,pfile_250.hddl,lmc-BDpGZD,361,288,73,3028,1,287,1392,1636
Blocksworld-HPDDL,pfile_250.hddl,lmc-VDM,486,319,167,1969,1,318,994,975
Blocksworld-HPDDL,pfile_005.hddl,lmc,16,8,8,55,1,7,19,36
Blocksworld-HPDDL,pfile_005.hddl,lmc-BD,16,9,7,55,1,8,16,39
Blocksworld-HPDDL,pfile_005.hddl,lmc-GZD,16,8,8,49,1,7,18,31
Blocksworld-HPDDL,pfile_005.hddl,lmc-BDpGZD,16,8,8,50,1,7,18,32
Blocksworld-HPDDL,pfile_005.hddl,lmc-VDM,14,9,5,35,1,8,15,20
Blocksworld-HPDDL,pfile_070.hddl,lmc,106,78,28,879,1,77,350,529
Blocksworld-HPDDL,pfile_070.hddl,lmc-BD,114,84,30,890,1,83,361,529
Blocksworld-HPDDL,pfile_070.hddl,lmc-GZD,112,82,30,614,1,81,347,267
Blocksworld-HPDDL,pfile_070.hddl,lmc-BDpGZD,112,80,32,610,1,79,333,277
Blocksworld-HPDDL,pfile_070.hddl,lmc-VDM,132,89,43,565,1,88,275,290
Blocksworld-HPDDL,pfile_040.hddl,lmc,65,43,22,497,1,42,193,304
Blocksworld-HPDDL,pfile_040.hddl,lmc-BD,67,44,23,496,1,43,192,304
Blocksworld-HPDDL,pfile_040.hddl,lmc-GZD,67,46,21,352,1,45,193,159
Blocksworld-HPDDL,pfile_040.hddl,lmc-BDpGZD,68,45,23,458,1,44,194,264
Blocksworld-HPDDL,pfile_040.hddl,lmc-VDM,87,60,27,409,1,59,141,268
Blocksworld-HPDDL,pfile_300.hddl,lmc,433,335,98,4038,1,334,1694,2344
Blocksworld-HPDDL,pfile_300.hddl,lmc-BD,430,332,98,4074,1,331,1730,2344
Blocksworld-HPDDL,pfile_300.hddl,lmc-GZD,433,335,98,3736,1,334,1692,2044
Blocksworld-HPDDL,pfile_300.hddl,lmc-BDpGZD,437,339,98,3779,1,338,1735,2044
Blocksworld-HPDDL,pfile_300.hddl,lmc-VDM,593,396,197,3141,1,395,1330,1811
Blocksworld-HPDDL,pfile_500.hddl,lmc,694,564,130,6680,1,563,2892,3788
Blocksworld-HPDDL,pfile_500.hddl,lmc-BD,706,572,134,6819,1,571,2907,3912
Blocksworld-HPDDL,pfile_500.hddl,lmc-GZD,701,571,130,6183,1,570,2895,3288
Blocksworld-HPDDL,pfile_500.hddl,lmc-BDpGZD,720,582,138,4731,1,581,2773,1958
Blocksworld-HPDDL,pfile_500.hddl,lmc-VDM,1221,875,346,5590,1,874,2155,3435
Blocksworld-HPDDL,pfile_200.hddl,lmc,293,231,62,2633,1,230,1091,1542
Blocksworld-HPDDL,pfile_200.hddl,lmc-BD,303,236,67,2633,1,235,1092,1541
Blocksworld-HPDDL,pfile_200.hddl,lmc-GZD,296,235,61,1841,1,234,1066,775
Blocksworld-HPDDL,pfile_200.hddl,lmc-BDpGZD,313,243,70,1848,1,242,1073,775
Blocksworld-HPDDL,pfile_200.hddl,lmc-VDM,401,270,131,2177,1,269,820,1357
Blocksworld-HPDDL,pfile_020.hddl,lmc,42,26,16,233,1,25,88,145
Blocksworld-HPDDL,pfile_020.hddl,lmc-BD,41,25,16,232,1,24,87,145
Blocksworld-HPDDL,pfile_020.hddl,lmc-GZD,44,28,16,167,1,27,85,82
Blocksworld-HPDDL,pfile_020.hddl,lmc-BDpGZD,41,25,16,216,1,24,87,129
Blocksworld-HPDDL,pfile_020.hddl,lmc-VDM,44,26,18,197,1,25,75,122
Blocksworld-HPDDL,pfile_700.hddl,lmc,913,772,141,9606,1,771,4111,5495
Blocksworld-HPDDL,pfile_700.hddl,lmc-BD,905,764,141,9398,1,763,4082,5316
Blocksworld-HPDDL,pfile_700.hddl,lmc-GZD,946,806,140,6808,1,805,4057,2751
Blocksworld-HPDDL,pfile_700.hddl,lmc-BDpGZD,969,823,146,6838,1,822,4087,2751
Blocksworld-HPDDL,pfile_700.hddl,lmc-VDM,1767,1305,462,7400,1,1304,3144,4256
Blocksworld-HPDDL,pfile_065.hddl,lmc,120,79,41,756,1,78,312,444
Blocksworld-HPDDL,pfile_065.hddl,lmc-BD,120,79,41,821,1,78,330,491
Blocksworld-HPDDL,pfile_065.hddl,lmc-GZD,127,84,43,727,1,83,312,415
Blocksworld-HPDDL,pfile_065.hddl,lmc-BDpGZD,134,90,44,560,1,89,321,239
Blocksworld-HPDDL,pfile_065.hddl,lmc-VDM,169,126,43,682,1,125,257,425
Blocksworld-HPDDL,pfile_015.hddl,lmc,34,22,12,175,1,21,66,109
Blocksworld-HPDDL,pfile_015.hddl,lmc-BD,34,22,12,175,1,21,66,109
Blocksworld-HPDDL,pfile_015.hddl,lmc-GZD,34,22,12,160,1,21,66,94
Blocksworld-HPDDL,pfile_015.hddl,lmc-BDpGZD,34,22,12,160,1,21,66,94
Blocksworld-HPDDL,pfile_015.hddl,lmc-VDM,39,27,12,148,1,26,52,96
Blocksworld-HPDDL,pfile_055.hddl,lmc,100,68,32,626,1,67,253,373
Blocksworld-HPDDL,pfile_055.hddl,lmc-BD,103,68,35,677,1,67,265,412
Blocksworld-HPDDL,pfile_055.hddl,lmc-GZD,103,71,32,576,1,70,258,318
Blocksworld-HPDDL,pfile_055.hddl,lmc-BDpGZD,101,70,31,471,1,69,260,211
Blocksworld-HPDDL,pfile_055.hddl,lmc-VDM,107,69,38,497,1,68,199,298
Blocksworld-HPDDL,pfile_010.hddl,lmc,24,12,12,105,1,11,39,66
Blocksworld-HPDDL,pfile_010.hddl,lmc-BD,24,12,12,105,1,11,39,66
Blocksworld-HPDDL,pfile_010.hddl,lmc-GZD,23,12,11,83,1,11,39,44
Blocksworld-HPDDL,pfile_010.hddl,lmc-BDpGZD,23,12,11,88,1,11,41,47
Blocksworld-HPDDL,pfile_010.hddl,lmc-VDM,24,13,11,99,1,12,36,63
Blocksworld-HPDDL,pfile_850.hddl,lmc,1123,914,209,11739,1,913,5044,6695
Blocksworld-HPDDL,pfile_850.hddl,lmc-BD,1134,927,207,11772,1,926,5077,6695
Blocksworld-HPDDL,pfile_850.hddl,lmc-GZD,1145,940,205,8293,1,939,4944,3349
Blocksworld-HPDDL,pfile_850.hddl,lmc-BDpGZD,1160,943,217,8284,1,942,4935,3349
Blocksworld-HPDDL,pfile_850.hddl,lmc-VDM,1571,1037,534,7554,1,1036,4175,3379
Blocksworld-HPDDL,pfile_085.hddl,lmc,138,102,36,1076,1,101,430,646
Blocksworld-HPDDL,pfile_085.hddl,lmc-BD,144,111,33,962,1,110,430,532
Blocksworld-HPDDL,pfile_085.hddl,lmc-GZD,141,107,34,755,1,106,426,329
Blocksworld-HPDDL,pfile_085.hddl,lmc-BDpGZD,143,107,36,777,1,106,418,359
Blocksworld-HPDDL,pfile_085.hddl,lmc-VDM,167,117,50,486,1,116,318,168
Blocksworld-HPDDL,pfile_150.hddl,lmc,239,181,58,1838,1,180,795,1043
Blocksworld-HPDDL,pfile_150.hddl,lmc-BD,237,178,59,2001,1,177,836,1165
Blocksworld-HPDDL,pfile_150.hddl,lmc-GZD,239,181,58,1778,1,180,806,972
Blocksworld-HPDDL,pfile_150.hddl,lmc-BDpGZD,246,184,62,1410,1,183,822,588
Blocksworld-HPDDL,pfile_150.hddl,lmc-VDM,300,208,92,1589,1,207,582,1007
Blocksworld-HPDDL,pfile_100.hddl,lmc,179,120,59,1303,1,119,527,776
Blocksworld-HPDDL,pfile_100.hddl,lmc-BD,184,123,61,1305,1,122,529,776
Blocksworld-HPDDL,pfile_100.hddl,lmc-GZD,176,118,58,1200,1,117,524,676
Blocksworld-HPDDL,pfile_100.hddl,lmc-BDpGZD,191,131,60,1175,1,130,493,682
Blocksworld-HPDDL,pfile_100.hddl,lmc-VDM,204,133,71,1038,1,132,376,662
Blocksworld-HPDDL,pfile_600.hddl,lmc,809,655,154,8032,1,654,3501,4531
Blocksworld-HPDDL,pfile_600.hddl,lmc-BD,814,659,155,8194,1,658,3498,4696
Blocksworld-HPDDL,pfile_600.hddl,lmc-GZD,837,687,150,5815,1,686,3462,2353
Blocksworld-HPDDL,pfile_600.hddl,lmc-BDpGZD,826,673,153,5773,1,672,3420,2353
Blocksworld-HPDDL,pfile_600.hddl,lmc-VDM,1135,762,373,5111,1,761,2759,2352
Depots,p27.hddl,lmc,440,20,420,8594,1,19,5443,3151
Depots,p27.hddl,lmc-BD,452,20,432,8469,1,19,5318,3151
Depots,p27.hddl,lmc-GZD,446,21,425,8563,1,20,5412,3151
Depots,p27.hddl,lmc-BDpGZD,448,22,426,8603,1,21,5454,3149
Depots,p27.hddl,lmc-VDM,469,25,444,8806,1,24,5607,3199
Depots,p12.hddl,lmc,51,11,40,229,1,10,137,92
Depots,p12.hddl,lmc-BD,50,11,39,232,1,10,134,98
Depots,p12.hddl,lmc-GZD,51,11,40,229,1,10,137,92
Depots,p12.hddl,lmc-BDpGZD,50,11,39,232,1,10,134,98
Depots,p12.hddl,lmc-VDM,55,14,41,239,1,13,131,108
Depots,p13.hddl,lmc,30,8,22,111,1,7,69,42
Depots,p13.hddl,lmc-BD,29,8,21,104,1,7,62,42
Depots,p13.hddl,lmc-GZD,30,8,22,111,1,7,69,42
Depots,p13.hddl,lmc-BDpGZD,29,8,21,104,1,7,62,42
Depots,p13.hddl,lmc-VDM,32,11,21,114,1,10,72,42
Depots,p06.hddl,lmc,47,8,39,230,1,7,124,106
Depots,p06.hddl,lmc-BD,47,8,39,227,1,7,121,106
Depots,p06.hddl,lmc-GZD,47,7,40,244,1,6,131,113
Depots,p06.hddl,lmc-BDpGZD,47,7,40,247,1,6,131,116
Depots,p06.hddl,lmc-VDM,45,9,36,246,1,8,116,130
Depots,p04.hddl,lmc,24,8,16,81,1,7,35,46
Depots,p04.hddl,lmc-BD,24,8,16,81,1,7,35,46
Depots,p04.hddl,lmc-GZD,24,8,16,81,1,7,35,46
Depots,p04.hddl,lmc-BDpGZD,24,8,16,81,1,7,35,46
Depots,p04.hddl,lmc-VDM,24,8,16,78,1,7,34,44
Depots,p20.hddl,lmc,64,12,52,471,1,11,291,180
Depots,p20.hddl,lmc-BD,65,16,49,556,1,15,346,210
Depots,p20.hddl,lmc-GZD,64,12,52,498,1,11,317,181
Depots,p20.hddl,lmc-BDpGZD,64,16,48,508,1,15,327,181
Depots,p20.hddl,lmc-VDM,69,16,53,534,1,15,339,195
Depots,p01.hddl,lmc,13,3,10,39,1,2,21,18
Depots,p01.hddl,lmc-BD,13,3,10,39,1,2,21,18
Depots,p01.hddl,lmc-GZD,13,3,10,39,1,2,21,18
Depots,p01.hddl,lmc-BDpGZD,13,3,10,39,1,2,21,18
Depots,p01.hddl,lmc-VDM,13,3,10,39,1,2,21,18
Depots,p23.hddl,lmc,154,23,131,1432,1,22,841,591
Depots,p23.hddl,lmc-BD,149,25,124,1504,1,24,831,673
Depots,p23.hddl,lmc-GZD,153,23,130,1387,1,22,796,591
Depots,p23.hddl,lmc-BDpGZD,148,25,123,1435,1,24,844,591
Depots,p23.hddl,lmc-VDM,172,31,141,1470,1,30,794,676
Depots,p16.hddl,lmc,28,3,25,206,1,2,142,64
Depots,p16.hddl,lmc-BD,29,4,25,213,1,3,148,65
Depots,p16.hddl,lmc-GZD,28,3,25,206,1,2,142,64
Depots,p16.hddl,lmc-BDpGZD,29,4,25,213,1,3,148,65
Depots,p16.hddl,lmc-VDM,29,4,25,235,1,3,145,90
Depots,p14.hddl,lmc,30,6,24,124,1,5,69,55
Depots,p14.hddl,lmc-BD,31,6,25,135,1,5,80,55
Depots,p14.hddl,lmc-GZD,31,7,24,126,1,6,76,50
Depots,p14.hddl,lmc-BDpGZD,31,6,25,135,1,5,80,55
Depots,p14.hddl,lmc-VDM,32,9,23,131,1,8,81,50
Depots,p17.hddl,lmc,26,2,24,254,1,1,155,99
Depots,p17.hddl,lmc-BD,27,2,25,269,1,1,175,94
Depots,p17.hddl,lmc-GZD,26,2,24,254,1,1,155,99
Depots,p17.hddl,lmc-BDpGZD,27,2,25,269,1,1,175,94
Depots,p17.hddl,lmc-VDM,27,2,25,261,1,1,180,81
Depots,p26.hddl,lmc,314,30,284,4453,1,29,2689,1764
Depots,p26.hddl,lmc-BD,313,29,284,4385,1,28,2711,1674
Depots,p26.hddl,lmc-GZD,311,29,282,4335,1,28,2662,1673
Depots,p26.hddl,lmc-BDpGZD,318,30,288,4380,1,29,2705,1675
Depots,p26.hddl,lmc-VDM,336,34,302,4282,1,33,2597,1685
Depots,p18.hddl,lmc,60,2,58,624,1,1,333,291
Depots,p18.hddl,lmc-BD,62,3,59,603,1,2,336,267
Depots,p18.hddl,lmc-GZD,60,2,58,624,1,1,333,291
Depots,p18.hddl,lmc-BDpGZD,61,3,58,603,1,2,336,267
Depots,p18.hddl,lmc-VDM,64,4,60,609,1,3,332,277
Depots,p29.hddl,lmc,807,24,783,23261,1,23,15214,8047
Depots,p29.hddl,lmc-BD,811,28,783,23654,1,27,15607,8047
Depots,p29.hddl,lmc-GZD,820,27,793,23728,1,26,15522,8206
Depots,p29.hddl,lmc-BDpGZD,819,28,791,23252,1,27,15205,8047
Depots,p29.hddl,lmc-VDM,916,36,880,23927,1,35,15530,8397
Depots,p22.hddl,lmc,88,19,69,659,1,18,415,244
Depots,p22.hddl,lmc-BD,88,19,69,734,1,18,405,329
Depots,p22.hddl,lmc-GZD,86,18,68,717,1,17,388,329
Depots,p22.hddl,lmc-BDpGZD,87,18,69,637,1,17,397,240
Depots,p22.hddl,lmc-VDM,90,19,71,704,1,18,443,261
Depots,p21.hddl,lmc,60,11,49,432,1,10,266,166
Depots,p21.hddl,lmc-BD,59,14,45,432,1,13,268,164
Depots,p21.hddl,lmc-GZD,59,13,46,416,1,12,250,166
Depots,p21.hddl,lmc-BDpGZD,59,14,45,433,1,13,267,166
Depots,p21.hddl,lmc-VDM,62,15,47,465,1,14,282,183
Depots,p30.hddl,lmc,,,,,,,,
